IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
996-1-LE23;CONTRATACION DE SERVICIOS DE LIMPIEZA DE RETIROS PELIGROSOS LIMARI;LE;Adjudicada a uno o varios proveedores;16/01/2023 16:07:50;Servicio de retiro, transporte y disposición final de residuos peligrosos, según especificaciones técnicas adjuntas. Visita obligatoria: El día 20/01/2023 a las 10:00 hrs. en oficina de la Delegación Provincial del  Limarí, ubicada en Av. Gobernadora Laura Pizarro Nº1655 Ovalle, (considera visita  a sector el llanito Punitaqui). Coordinar con Erika Ahumada Rojas 2542310 o erika.ahumada@mop.gov.cl;CLP;PUBLICADO;DISPONIBLE;40.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1462-4-LE22;ADQUISICION DE SERVICIO DE RETIRO DE REAS;LE;Adjudicada a uno o varios proveedores;22/03/2022 10:11:37;Retiro de Residuos Especiales y Peligrosos provenientes de diferentes áreas de trabajo de los Servicios del Hospital y Consultorio adosado, los cuáles se encuentran almacenados en una bodega de acopio temporal autorizada por la SEREMI de Salud;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE HUALANE
3996-3-L122;Servicios de Retiro de Residuos Especiales y Peligrosos Centro Dialisis 2022;L1;Adjudicada a uno o varios proveedores;06/01/2022 16:32:28;La necesidad de contar con Servicios de Retiro de Residuos Especiales y Peligrosos para centro de Diálisis Coltauco.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE COLTAUCO
1746-28-LE23;TRASLADO TRATAMIENTO RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;29/05/2023 14:42:41;Materializar en parte los distintos requerimientos generados por el Laboratorio de Salud Pública y Ambiental de esta Seremi de Salud Aysén, en el marco del Programa de Marea Roja;CLP;PUBLICADO;DISPONIBLE;8.700.000;SUBSECRETARIA DE SALUD PUBLICA
1746-15-LE24;TRASLADO RESIDUOS PELIGROS DE APROX 2000 KG.;LE;Adjudicada a uno o varios proveedores;09/04/2024 11:02:17;LAS SECRETARIA REGIONAL MINISTERIAL DE SALUD, EN EL EJERCICIO DE SUS FUNCIONES TIENE LA NECESIDAD DE CONTAR CON EL SERVICIO DE RETIRO, TRATAMIENTO Y DISPOSICIÓN FINAL DE LOS RESIDUOS PELIGROSOS SÓLIDOS Y LÍQUIDOS DEL LABORATORIO DE SALUD PUBLICA Y AMBIENTE.;CLP;PUBLICADO;DISPONIBLE;9.000.000;SUBSECRETARIA DE SALUD PUBLICA
3268-39-LE23;400 413 0012023 DA CONTRATACIÓN DE LOS SERVICIOS DE RETIRO TRANSPORTE Y ENTREGA A LA INSTALACIÓN DE ELIMINACIÓN QUE REALIZARÁ EL TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS LÍQUIDOS Y SÓLIDOS PROCEDENTES DE LAS BASES ANTÁRTICAS;LE;Adjudicada a uno o varios proveedores;06/06/2023 19:16:00;CONTRATACIÓN DE LOS SERVICIOS DE RETIRO TRANSPORTE Y ENTREGA A LA INSTALACIÓN DE ELIMINACIÓN QUE REALIZARÁ EL TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS LÍQUIDOS Y SÓLIDOS PROCEDENTES DE LAS BASES ANTÁRTICAS;CLP;PUBLICADO;DISPONIBLE;43.000.000;FUERZA AEREA DE CHILE COMANDO LOGISTICO
4735-53-L123;Convenio de suministro Servicio de retiro manejo transporte y eliminación de residuos peligrosos líquidos sólido y medicamentos del Centro de Salud Familiar de la Comuna de CholChol año 2024;L1;Adjudicada a uno o varios proveedores;24/11/2023 16:14:53;La Municipalidad de CholChol, requiere contratar el servicio de una empresa especializada en el retiro, transporte y eliminación de residuos CORTOPUNZANTES, CONTAMINADOS, ESPECIALES Y PELIGROSOS;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;MUNICIPALIDAD DE CHOLCHOL
3996-5-L125;Servicios de Retiro de Residuos Especiales y Peligrosos;L1;Adjudicada a uno o varios proveedores;27/01/2025 09:16:50;La necesidad de contratar los servicios de Retiro de Residuos Especiales y Peligrosos, necesarios para los Establecimientos de Atención Primaria de Salud.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE COLTAUCO
2780-5-LE25;SERVICIO DE REAS 2025;LE;Adjudicada a uno o varios proveedores;05/02/2025 11:44:00;SERVICIO DE TRASLADO, INSUMO Y RETIRO DE RESIDUOS PELIGROSO DESDE LAS 9 POSTAS DE SALUD RURAL Y CESFAM RAUL SANCHEZ LA LIGUA, PARA LOS MESES DE FEBRERO A DICIEMBRE 2025.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LA LIGUA
3587-15-LE24;CONTRATO DE SUMINISTRO RETIRO DE RESIDUOS CONTAMINADOS;LE;Adjudicada a uno o varios proveedores;11/07/2024 12:22:30;SERVICIO DE RETIRO TRANSPORTE Y ELIMINACIÓN DE RESIDUOS PELIGROSOS Y ESPECIALES PARA EL DEPARTAMENTO DE SALUD MUNICIPAL DE CARAHUE, según bases adjuntas.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE CARAHUE
2307-103-LP24;“CONVENIO DE SUMINISTRO SERVICIO DE RETIRO TRANSPORTE Y ELIMINACIÓN DE RESIDUOS REAS REQ 2.064.”;LP;Adjudicada a uno o varios proveedores;06/08/2024 10:51:00;La I. Municipalidad de Osorno, a través, del Departamento de Salud de Osorno, requiere contratar un servicio integral de retiro, traslado y procesamiento de residuos peligrosos, especiales, contaminados, corto-punzante y medicamentos para desechar, por un periodo de 24 meses, el cual, por la naturaleza de las actividades, se generan en los establecimientos de Atención Primaria de Salud, según especificaciones técnicas indicadas en Punto N°13 y lo demás requisitos contemplados en las bases y de acuerdo al  Requerimiento N°2.604.-;CLP;PUBLICADO;DISPONIBLE;85.680.000;I MUNICIPALIDAD DE OSORNO
4142-7-LE25;RETIRO TRANSPORTE Y ELIMINACIÓN RESIDUOS CLÍNICOS;LE;Adjudicada a uno o varios proveedores;01/09/2025 09:54:37;LA NECESIDAD DE REALIZAR CONTRATO POR SERVICIO DE RETIRO TRANSPORTE Y ELIMINACIÓN DE RESIDUOS ESPECIALES Y PELIGROSOS REAS, DESDE LOS ESTABLECIMIENTOS DESAM PALMILLA, POR UN PERIODO DE 12 MESES.-;CLP;PUBLICADO;ESTIMADO;7.000.000;I MUNICIPALIDAD DE PALMILLA
1040758-13-L125;EXP CONVENIO PARA EL RETIRO Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS DE LA SEREMI DE SALUD REGIÓN DE ÑUBL;L1;Adjudicada a uno o varios proveedores;15/12/2025 15:39:00;Contratar servicio deretiro de y disposición de residuos peligroses para la SEREMI de Salud Región de Ñuble ubicada en las dependencias de la ciudad de Chillán: en Calle Puren N° 601, la emisión de orden de compra en el tiempo, según solicitudes y necesidades de la SEREMI de Salud Región de Ñuble;CLP;PUBLICADO;DISPONIBLE;6.000.000;SUBSECRETARIA DE SALUD PUBLICA
538598-26-LR25;SERVICIO REAS;LR;Adjudicada a uno o varios proveedores;24/09/2025 14:00:00;Servicio de retiro, transporte, y disposición final de residuos especiales, residuos peligrosos, escombros y retiro de basura asimilable a domiciliaria para el Hospital Metropolitano.;CLP;PUBLICADO;DISPONIBLE;699.720.000;HOSPITAL METROPOLITANO DE SANTIAGO
1271178-11-LE23;Servicio de retiro de REAS para la C.M.D.S.M.;LE;Adjudicada a uno o varios proveedores;19/07/2023 12:43:55;SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS PARA LOS CENTROS DE SALUD Y FARMACIAS DE LA CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE MACUL. La Corporación Municipal de Desarrollo Social de Macul, en cumplimiento con el correcto funcionamiento de sus centros de salud, laboratorio y farmacias, requiere la contratación del servicio de retiro, traslado y eliminación de residuos especiales y peligrosos REAS. Todo ello en atención al reglamento sobre manejo de residuos en los establecimientos de atención de salud REAS.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE MACUL
5350-17-LE20;SERV,  DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RES.;LE;Adjudicada a uno o varios proveedores;14/05/2020 13:38:00;SERVICIO DE RETIRO, TRANSPORTE Y ELIMINACIÓN DE RESIDUOS ESPECIALES Y PELIGROSOS DE LOS ESTABLECIMIENTOS DE SALUD”DE  APS  DE LA COMUNA DE VALLENAR;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I. MUNICIPALIDAD DE VALLENAR
1540-66-LE20;SERV. DE RETIRO, TRANSPORTE DE RESIDUOS PELIGROS;LE;Adjudicada a uno o varios proveedores;04/06/2020 14:53:07;El Hospital “Dr. Augusto Essmann Burgos” requiere de la contratación por el periodo de 24 meses de Servicio de de retiro, transporte y disposición final de residuos peligrosos, en atención a la cantidad de residuos generado, ya que se hace imprescindible el manejo y eliminación de estos, o bien, su adquisición sea desventajosa respecto al resultado de la presente licitación, cuyas condiciones más ventajosas serán informadas en la oportunidad correspondiente a la Dirección de Compras, en conformidad con lo dispuesto en el artículo 15 del D.S. Nº 250, de 2004, del Ministerio de Hacienda.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Hospital Dr. Augusto Essmann Burgos
3996-71-L121;Servicios de Retiro de Residuos Especiales y Peligrosos ;L1;Adjudicada a uno o varios proveedores;18/08/2021 16:44:45;La necesidad de contar con Servicios de Retiro de Residuos Especiales y Peligrosos para CESFAM y sus establecimientos dependientes.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE COLTAUCO
3996-5-L121;Servicios de Retiro de Residuos Especiales y Peligrosos 2021;L1;Adjudicada a uno o varios proveedores;18/01/2021 15:36:55;	Se requiere realizar contratación de Servicios de Retiro de Residuos Especiales y Peligrosos para el Centro de Salud Familiar de Coltauco y postas dependientes.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Coltauco
1497-27-LE22;RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE ALCOHOL G;LE;Adjudicada a uno o varios proveedores;07/09/2022 11:14:00;El objetivo del presente servicio es proceder con el retiro, transporte y disposición final de alcohol gel sin registro sanitario decomisado por la SEREMI de Salud Los Ríos, para dar cumplimiento al DS. N°148 Reglamento Sanitario sobre manejo de residuos peligrosos.;CLP;PUBLICADO;DISPONIBLE;6.801.844;SUBSECRETARIA DE SALUD PUBLICA
3590-2-L122;CONVENIO DE SUMINISTRO  RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS;L1;Adjudicada a uno o varios proveedores;17/05/2022 17:36:40;Adquirir un convenio de suministro para el Servicio de Retiro, transporte y disposición final de residuos Especiales y Residuos Peligrosos que se generen en establecimientos dependientes del Departamento de Salud de la Municipalidad de Yungay, de acuerdo a las presentes Bases Administrativas, Especificaciones Técnicas y anexos de la presente propuesta.;CLP;PUBLICADO;ESTIMADO;2.700.000;I MUNICIPALIDAD DE YUNGAY
721-35-LE22;DSG Servicio a Vertedero retiro-traslado-final;LE;Adjudicada a uno o varios proveedores;28/10/2022 14:09:32;CAPREDENA requiere de la contratación del servicio de retiro, transporte a vertedero y disposición final de bienes muebles en mal estado y de residuos peligrosos desde las dependencias de CAPREDENA, ubicada en Calle Bulnes 120, Zenteno N°105 Casa Matriz y Calle Zenteno N°184186, comuna y ciudad de Santiago. ;CLP;PUBLICADO;DISPONIBLE;9.000.000;CAJA DE PREVISION DE LA DEFENSA NACIONAL
4464-18-LQ22;SUMINISTRO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES;LQ;Adjudicada a uno o varios proveedores;12/04/2022 14:11:36;El Hospital San Juan de Dios de Curico necesita licitar un SUMINISTRO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES.      ;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO
3501-6-E222;SERVICIO DE RETIRO DE RESIDUOS ESPECIALES Y PELIGROSOS DEL CESFAM QUINTA DE TILCOCO Y CECOSF DE GUACARHUE AÑO 2022;E2;Adjudicada a uno o varios proveedores;13/04/2022 15:13:51;Según bases ;CLP;NO PUBLICADO;ESTIMADO;Inferior a 100 UTM;I MUNICIPALIDAD DE QUINTA DE TILCOCO
2910-51-LE23;Suministro de retiro manejo tratamiento REAS.;LE;Adjudicada a uno o varios proveedores;19/12/2023 16:11:00;Cumplir con las normas vigentes sobre el servicio de retiro, manejo, tratamiento y disposición final de residuos peligrosos y especiales, generados por los establecimientos de salud  CESFAM de Futrono y CESCOF de Nontuelá, dependientes del Departamento de Salud Futrono;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE FUTRONO
3996-62-L124;Servicios de Retiro de residuos Especiales y Peligrosos;L1;Adjudicada a uno o varios proveedores;31/07/2024 14:34:33;La necesidad de contratar los Servicios de Retiro de residuos Especiales y Peligrosos, necesarios para los Establecimientos de Atención Primaria de Salud.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE COLTAUCO
1075963-269-LE25;CONVENIO DE SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS;LE;Adjudicada a uno o varios proveedores;21/07/2025 11:35:03;CONVENIO DE SERVICIO DE RETIRO, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS.  SE DEBEN ADJUNTAR TODOS LOS ANEXOS CON SUS RESPECTIVAS FIRMAS DEL REPRESENTANTE LEGAL. SEGÚN LO INDICADO EN BASES ADMINISTRATIVA;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI
3996-74-L125;Servicios de Retiro de Residuos Especiales y Peligrosos;L1;Adjudicada a uno o varios proveedores;24/12/2025 11:57:00;La necesidad de contratar los servicios de Retiro de Residuos Especiales y Peligrosos, necesarios para los Establecimientos de Atención Primaria de Salud.;CLP;PUBLICADO;DISPONIBLE;4.200.000;I MUNICIPALIDAD DE COLTAUCO
2408-115-LE23;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES 2023 - Readjudicada en Id 2408-115-R123;LE;Adjudicada a uno o varios proveedores;14/04/2023 11:55:14;El servicio de retiro, transporte y disposición final de residuos peligrosos y especiales de la Municipalidad de Los Ángeles, tiene como objetivo cumplir con las normativas legales vigentes y promover acciones que reduzcan la contaminación.;CLP;PUBLICADO;DISPONIBLE;20.250.000;I MUNICIPALIDAD DE LOS ANGELES
2408-121-LE24;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES LOS ÁNGELES 2024;LE;Adjudicada a uno o varios proveedores;26/04/2024 10:33:36;La Municipalidad de Los Ángeles requiere un contrato para un servicio de retiro, transporte y disposición final de residuos peligrosos y especiales para cumplir con las normativas legales vigentes y promover acciones que reduzcan la contaminación.;CLP;PUBLICADO;DISPONIBLE;14.000.000;I MUNICIPALIDAD DE LOS ANGELES
2408-115-R123;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES 2023;LE;Adjudicada a uno o varios proveedores;14/04/2023 11:55:14;El servicio de retiro, transporte y disposición final de residuos peligrosos y especiales de la Municipalidad de Los Ángeles, tiene como objetivo cumplir con las normativas legales vigentes y promover acciones que reduzcan la contaminación.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LOS ANGELES
2408-171-LE22;SERVICIO DE RETIRO TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y ESPECIALES;LE;Adjudicada a uno o varios proveedores;13/06/2022 16:46:12;La Municipalidad de Los Ángeles, requiere un contrato por un servicio de retiro, transporte y disposición final de residuos peligrosos y especiales que tiene como objetivo cumplir con las normativas legales vigentes y promover acciones que reduzcan la contaminación.;CLP;PUBLICADO;DISPONIBLE;13.000.000;I MUNICIPALIDAD DE LOS ANGELES
1057539-70-LP23;InsumosRetiroTransporteyDisposiciónFinal RESPEL;LP;Adjudicada a uno o varios proveedores;03/04/2023 10:01:00;Debido a que el Hospital de Puerto Montt no posee en sus instalaciones planta para realizar tratamiento de residuos peligrosos, es necesario contratar el servicio de retiro, transporte, tratamiento, disposición final y entrega de insumos para residuos peligrosos, razón por la cual se convoca a licitación pública.;CLP;PUBLICADO;ESTIMADO;99.431.640;HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI
1057545-112-LR22;Servicio de Retiro y Transporte de Residuos;LR;Adjudicada a uno o varios proveedores;14/12/2022 17:30:00;El servicio de Salud Valdivia requiere contratar a través de un suministro el servicio de de retiro,transporte y disposición final de residuos peligrosos y especiales de acuerdo al decreto supremo N°6/2009;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD LOS RIOS
3447-153-LE19;Retiro Residuos Peligrosos de Recintos Salud;LE;Adjudicada a uno o varios proveedores;18/10/2019 13:41:30;Art. 4º	La MAHO en su calidad de administradora de la comuna de Alto Hospicio, y con el objetivo de dar oportuno cumplimiento a la normativa vigente que obliga a los establecimientos de salud a realizar un adecuado retiro, transporte y disposición de sus residuos especiales y peligroso, según lo definido en el Decreto Supremo N° 6 del año 2009 y Decreto Supremo N° 148 del año 2203 emitido por el Ministerio de Salud, llama a licitación pública para celebrar contrato denominado “Suministro de Servicios de Pesaje, Retiro, Traslado y Disposición Final de Residuos Especiales, Peligrosos, Contaminados y Medicamentos a Desechar, que se generan en los Establecimientos de Atención Primaria de Salud dependientes del Departamento de Salud de la Municipalidad de Alto Hospicio”. Lo anterior, de acuerdo a las características entregadas en las presentes bases administrativas y técnicas adjuntas, en virtud de una mejor y eficiente gestión municipal.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;MUNICIPALIDAD DE ALTO HOSPICIO
1057370-10-LE23;SERVICIO PARA EL RETIRO TRATAMIENTO Y DISPOSICIÓN;LE;Adjudicada a uno o varios proveedores;17/05/2023 08:29:00;CONVENIO SUMINISTRO DE SERVICIO PARA EL RETIRO, TRATAMIENTO Y DISPOSICIÓN FINAL ELIMINACION DE RESIDUOS PELIGROSOS Incluido Medicamentos Y RESIDUOS ESPECIALES DEL HOSPITAL PSIQUIATRICO DR. PHILIPPE PINEL DE PUTAENDO;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;HOSPITAL PSIQUIATRICO DR. PHILIPPE PINEL PUTAENDO
3447-51-LP22;Retiro Residuos Peligrosos de Recintos Salud;LP;Adjudicada a uno o varios proveedores;05/04/2022 16:58:25;Art. 4º	La MAHO en su calidad de administradora de la comuna de Alto Hospicio, y con el objetivo de dar oportuno cumplimiento a la normativa vigente que obliga a los establecimientos de salud a realizar un adecuado retiro, transporte y disposición de sus residuos especiales y peligroso, según lo definido en el Decreto Supremo N° 6 del año 2009 y Decreto Supremo N° 148 del año 2203 emitido por el Ministerio de Salud, llama a licitación pública para celebrar contrato denominado “Suministro de Servicios de Pesaje, Retiro, Traslado y Disposición Final de Residuos Especiales, Peligrosos, Contaminados y Medicamentos a Desechar, que se generan en los Establecimientos de Atención Primaria de Salud dependientes del Departamento de Salud de la Municipalidad de Alto Hospicio”. Lo anterior, de acuerdo a las características entregadas en las presentes bases administrativas y técnicas adjuntas, en virtud de una mejor y eficiente gestión municipal.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;MUNICIPALIDAD DE ALTO HOSPICIO
875646-79-LR24;JCB. Servicio retiro residuos especiales y peligrosos por 36 meses.;LR;Adjudicada a uno o varios proveedores;17/12/2024 16:42:00;El Hospital Dr. Eduardo Pereira requiere la contratación del “Servicio de Retiro de Residuos Especiales y Peligrosos” en Hospital Dr. Eduardo Pereira y Centro de Especialidades, ubicado en calle Rodríguez N° 706, Valparaíso, de acuerdo  a Decreto Supremo N° 6 “Reglamento Sobre Manejo de Residuos de Establecimientos de atención de Salud” (REAS) y Decreto Supremo 148 “Reglamento Sanitario Sobre Manejo de Residuos Peligrosos”. ;CLP;PUBLICADO;DISPONIBLE;600.000.000;Hospital Dr. Eduardo Pereira Ramirez
